,.,the,",",to,of,in,and,said,a,s,for,oil,-,mln,',/,u,on,that,from,at,it,"""",is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,2,prices,has,not,last,(,this,were,","""
crude article378.txt,0,21,0,21,10,14,14,15,5,3,10,7,0,5,0,0,3,2,5,6,3,0,0,5,4,0,2,9,5,0,2,0,0,8,6,3,3,5,5,1,1,0,1,1,2,0,0,3,2,0
crude article436.txt,0,12,0,7,13,8,9,8,5,1,4,5,0,7,0,0,0,3,5,1,4,3,0,1,0,0,2,0,0,9,5,0,0,0,0,3,0,5,0,0,1,2,4,1,2,0,0,0,1,0
crude article350.txt,0,10,0,6,6,3,3,4,1,2,3,5,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,2,0,1,2,0,0,0,3,0,0,0,2,0,0
crude article344.txt,0,5,0,3,3,0,1,2,5,1,2,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0
crude article422.txt,0,13,0,10,4,0,6,2,4,4,5,6,0,3,0,0,4,1,1,2,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,2,2,2,2,0,2,0,1,0,0,0,1,0
crude article393.txt,0,4,0,1,1,0,2,1,2,2,2,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crude article387.txt,0,10,0,5,8,3,5,3,5,2,0,6,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,1,1,0,0,0,2,3,0,0,0,2,0,0,0,0,0,1,0,0,2,0
crude article152.txt,0,11,0,2,3,2,7,1,8,3,4,2,0,0,0,0,3,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
crude article146.txt,0,8,0,1,4,7,3,3,3,2,1,4,0,0,0,0,1,7,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
crude article191.txt,0,42,0,20,28,17,9,20,9,18,8,18,0,2,0,0,11,3,11,1,4,8,0,8,3,0,14,11,2,0,3,4,0,1,2,2,5,6,0,4,2,2,3,6,4,4,0,0,1,0
crude article185.txt,0,14,0,5,6,4,2,5,6,1,3,3,0,0,0,0,0,1,0,2,2,0,0,3,2,0,0,0,1,2,1,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0
crude article026.txt,0,6,0,1,1,2,2,3,2,1,2,2,0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article032.txt,0,11,0,2,9,5,4,2,4,2,3,7,0,3,0,0,0,1,0,3,3,0,0,1,0,3,0,0,0,3,0,0,0,0,1,0,3,0,1,0,1,2,0,3,0,1,0,1,0,0
crude article218.txt,0,17,0,11,15,2,4,10,5,7,1,5,0,7,0,0,5,1,4,0,5,1,0,1,1,0,0,0,2,3,0,3,0,3,2,2,4,0,1,0,1,2,0,0,1,2,0,1,2,0
crude article542.txt,0,30,0,7,9,6,12,4,3,2,4,8,0,5,0,0,1,3,7,2,1,0,0,0,3,0,0,4,1,0,4,0,0,0,1,1,0,0,0,4,5,2,0,0,1,0,0,0,2,0
crude article224.txt,0,9,0,7,6,9,10,4,8,2,3,3,0,4,0,0,0,1,0,1,0,2,0,0,1,0,0,3,0,0,1,1,0,0,0,0,1,5,0,4,1,1,1,1,1,0,0,0,0,0
crude article230.txt,0,14,0,5,6,1,3,3,1,2,0,3,0,0,0,0,2,0,0,3,1,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
crude article556.txt,0,22,0,4,7,6,7,8,5,1,2,2,0,1,0,0,0,1,2,0,2,1,0,1,1,0,1,0,2,2,5,1,0,1,0,0,0,3,1,1,2,0,0,2,1,2,0,1,1,0
crude article226.txt,0,15,0,13,6,13,4,6,4,4,2,2,0,5,0,0,0,3,4,9,1,0,0,0,2,0,4,11,1,0,4,3,0,0,0,0,5,7,2,1,1,2,1,0,0,0,0,0,2,0
crude article540.txt,0,13,0,7,5,1,4,7,6,7,4,9,0,0,0,0,5,3,4,2,1,1,0,2,2,0,0,1,1,0,3,1,0,0,3,0,0,0,4,1,2,0,0,0,2,1,0,0,1,0
crude article554.txt,0,14,0,4,9,2,4,4,5,1,4,5,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,2,1,0,0,2,0,0,0,1,0,0
crude article232.txt,0,5,0,2,1,1,3,2,3,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
crude article568.txt,0,14,0,7,1,9,2,9,5,2,2,3,0,28,0,0,2,0,0,15,2,3,0,0,1,0,15,0,0,0,5,15,0,0,0,0,12,1,1,0,1,3,0,0,0,1,0,1,2,0
crude article024.txt,0,6,0,4,0,3,2,3,1,1,0,3,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0
crude article030.txt,0,18,0,12,10,3,6,7,4,2,6,5,0,3,0,0,0,3,2,1,2,4,0,2,1,0,0,2,2,5,3,0,0,6,0,5,1,2,0,0,3,0,0,0,1,0,0,1,1,0
crude article018.txt,0,4,0,0,3,2,0,2,3,3,0,2,0,2,0,0,0,2,0,1,1,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
crude article193.txt,0,16,0,10,14,5,7,7,17,5,5,7,0,0,0,0,0,1,4,1,1,2,0,0,2,0,0,10,3,0,1,1,0,0,1,1,0,4,1,2,0,1,0,0,2,0,0,2,0,0
crude article187.txt,0,11,0,8,5,3,6,4,16,12,1,4,0,3,0,0,0,4,0,1,2,1,0,2,0,0,2,0,3,2,0,5,0,2,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0
crude article150.txt,0,19,0,6,7,12,4,4,2,1,2,1,0,0,0,0,3,4,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0
crude article144.txt,0,13,0,5,4,5,2,3,1,5,3,2,0,0,0,0,4,6,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,0,0,0,0
crude article178.txt,0,13,0,9,6,3,2,10,5,12,2,6,0,0,0,0,8,5,0,0,2,2,0,1,3,0,0,0,2,0,3,0,0,2,3,4,0,0,2,0,2,0,0,1,2,0,0,1,1,0
crude article385.txt,0,3,0,3,2,0,0,4,2,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article352.txt,0,4,0,1,3,2,1,1,2,1,2,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,2,2,0,1,0,2,1,0,1,0,0,1,0
crude article434.txt,0,24,0,25,11,12,13,18,6,3,4,10,0,8,0,0,0,3,2,5,2,3,0,3,8,0,1,5,1,0,6,1,0,4,7,7,3,6,11,2,2,0,5,0,6,2,0,2,4,0
crude article420.txt,0,8,0,5,7,11,3,2,2,4,0,2,0,8,0,0,1,1,4,6,2,0,0,0,1,1,1,0,0,0,0,3,0,0,0,1,7,1,0,0,2,1,0,0,0,1,0,0,2,0
crude article346.txt,0,6,0,4,4,4,6,3,3,1,1,7,0,1,0,0,0,2,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,0,2,0,0,0,3,0,0,1,0,1,1,0
crude article408.txt,0,9,0,1,3,4,1,3,4,0,1,3,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,3,0,0,0,0,0,5,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0
crude article409.txt,0,7,0,3,3,3,0,3,3,0,1,0,0,2,0,0,0,0,1,0,3,0,0,3,0,0,0,2,1,0,0,0,0,1,6,0,0,3,0,2,1,0,1,0,1,0,0,2,0,0
crude article421.txt,0,18,0,21,7,2,1,7,2,3,3,3,0,2,0,0,0,3,1,2,1,4,0,2,3,0,0,2,2,5,1,0,0,2,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0
crude article347.txt,0,15,0,13,5,3,4,5,7,4,5,6,0,2,0,0,0,2,1,0,1,1,0,1,3,0,1,0,2,0,3,0,0,1,5,2,1,3,1,1,1,1,3,2,2,1,0,1,0,0
crude article353.txt,0,13,0,10,8,3,5,4,3,3,6,4,0,4,0,0,1,0,2,2,1,0,0,0,1,0,0,2,1,0,1,1,0,2,2,1,0,2,2,4,2,0,0,0,0,1,0,0,0,0
crude article435.txt,0,38,0,20,19,12,15,4,15,7,3,7,0,0,0,0,2,5,3,2,3,2,0,6,6,0,1,1,4,0,2,2,0,2,0,5,3,2,3,0,0,0,5,5,2,3,0,2,0,0
crude article384.txt,0,25,0,11,5,4,11,8,7,2,0,2,0,1,0,0,1,1,0,0,4,1,0,2,4,0,0,1,3,3,0,0,0,6,0,4,1,1,1,2,0,0,1,0,0,0,0,1,0,0
crude article390.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article179.txt,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article145.txt,0,11,0,3,7,2,3,1,5,10,5,1,0,0,0,0,6,3,4,0,2,1,0,1,3,0,0,0,1,2,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
crude article151.txt,0,13,0,11,4,3,5,3,7,3,3,1,0,0,0,0,3,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,1,0
crude article186.txt,0,3,0,2,1,1,2,2,1,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,2,1,0,1,0,0
crude article192.txt,0,21,0,11,7,13,6,11,9,5,4,6,0,0,0,0,3,0,1,2,0,1,0,1,1,0,0,2,2,0,3,2,0,1,5,5,0,6,0,1,1,0,0,2,3,0,0,0,0,0
crude article019.txt,0,4,0,4,5,3,4,2,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,3,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
crude article031.txt,0,10,0,9,9,4,6,8,8,3,1,5,0,1,0,0,0,3,2,1,2,1,0,4,1,0,0,4,5,0,3,0,0,3,5,0,2,2,5,3,2,0,4,0,2,2,0,1,1,0
crude article025.txt,0,10,0,11,8,7,6,6,5,2,1,8,0,3,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,2,6,2,0,1,3,2,2,4,0,0,2,1,2,0,1,3,0,0,0,0
crude article569.txt,0,14,0,10,7,22,8,12,4,7,8,9,0,8,0,0,2,0,1,3,2,2,0,0,2,0,3,12,0,0,2,4,0,2,0,0,0,6,1,1,1,2,3,0,1,0,0,1,2,0
crude article555.txt,0,18,0,2,14,4,3,3,2,1,4,5,0,3,0,0,0,4,2,1,5,0,0,1,0,0,0,1,0,0,0,0,0,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0
crude article233.txt,0,0,0,4,8,2,3,3,1,0,0,2,0,2,0,0,0,0,2,0,1,2,0,1,1,0,0,2,0,2,0,1,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0
crude article227.txt,0,10,0,3,3,4,7,6,2,1,0,4,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,1,3,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
crude article541.txt,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article283.txt,0,2,0,3,1,0,2,1,2,2,2,1,0,0,0,0,0,1,0,0,2,2,0,2,1,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
crude article297.txt,0,8,0,1,3,3,2,3,1,1,2,2,0,2,0,0,0,1,2,1,2,1,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
crude article268.txt,0,19,0,9,8,14,9,9,11,1,5,6,0,1,0,0,0,6,4,2,4,0,0,1,5,0,0,2,1,0,3,0,1,1,0,4,4,0,2,2,3,0,7,3,3,2,0,2,3,0
crude article526.txt,0,8,0,2,3,9,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
crude article532.txt,0,1,0,2,1,1,2,2,2,0,1,3,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,3,1,0,2,1,0,0,0,0,1,1,0
crude article254.txt,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article081.txt,0,3,0,1,0,1,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
crude article095.txt,0,5,0,0,2,4,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
crude article042.txt,0,10,0,4,5,1,3,4,7,0,1,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1,4,1,0,0,0,1,2,0,0,4,0,0,0,0,1,0,1,0,0,0,0
crude article056.txt,0,15,0,3,9,5,2,6,4,3,5,4,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,4,1,0,0,2,0,0,2,0,1,2,1,0,0,0,0,2,0,1,0,0,1,0
crude article136.txt,0,17,0,3,7,4,3,2,2,2,3,9,0,6,0,0,0,3,0,0,5,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0,4,0,0,1,1,0,0,1,0,1,0,2,0,0
crude article122.txt,0,7,0,0,5,4,4,4,1,4,1,3,0,3,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,2,1,0,3,0,1,0,0,0,4,0
crude article491.txt,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
crude article485.txt,0,49,0,23,20,11,19,7,14,11,4,10,0,2,0,0,0,5,1,3,4,5,0,10,4,0,0,4,5,0,0,4,0,4,1,1,4,3,2,1,0,0,5,5,2,3,0,4,1,0
crude article308.txt,0,18,0,9,9,8,9,5,4,5,7,5,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,0,2,1,2,2,0,0,3,1,5,3,0,2,2,1,1,1,1,2,0,0,0,0
crude article334.txt,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article452.txt,0,4,0,4,2,1,3,2,1,1,0,3,0,5,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0
crude article446.txt,0,31,0,9,7,5,6,7,5,5,4,11,0,2,0,0,5,5,3,3,0,3,0,1,4,0,0,0,5,2,0,5,0,2,0,0,1,4,2,1,0,0,0,2,0,0,0,0,0,0
crude article320.txt,0,4,0,1,2,4,4,2,2,0,1,3,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
crude article447.txt,0,11,0,7,2,2,1,4,2,3,4,4,0,2,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,2,1,1,1,0,1,0,0,2,0,1,0,1,0,0
crude article321.txt,0,31,0,8,7,10,12,7,11,4,3,8,0,0,0,0,3,4,12,1,5,1,0,2,1,0,0,0,4,3,1,0,0,4,2,3,0,0,2,0,3,2,8,2,0,1,0,0,2,0
crude article335.txt,0,1,0,0,3,0,1,1,1,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
crude article453.txt,0,16,0,9,4,3,8,4,6,7,3,12,0,0,0,0,5,6,4,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,3,2,1,0,2,0,0,3,0,1,1,0
crude article309.txt,0,27,0,14,8,9,6,7,4,5,2,9,0,3,0,0,0,2,2,1,1,1,0,3,5,0,0,4,1,0,4,1,0,1,2,2,1,2,1,0,1,0,9,0,0,1,0,0,1,0
crude article484.txt,0,2,0,2,3,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
crude article490.txt,0,15,0,9,5,2,4,6,7,2,0,4,0,1,0,0,2,4,1,0,2,2,0,0,1,0,0,2,2,1,2,1,0,0,7,0,2,0,1,9,2,0,1,1,1,1,0,1,1,0
crude article123.txt,0,6,0,8,0,4,0,2,4,3,1,4,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
crude article137.txt,0,23,0,13,7,8,8,9,13,9,3,4,0,0,0,0,6,8,6,0,3,4,0,0,5,0,0,0,2,0,0,0,0,2,3,3,0,2,3,2,6,0,0,0,1,1,0,0,0,0
crude article057.txt,0,1,0,1,1,1,1,2,0,2,0,2,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article043.txt,0,8,0,2,3,1,2,3,3,0,1,3,0,0,0,0,0,1,2,1,0,5,0,0,2,0,1,2,0,0,0,0,0,0,0,2,0,2,1,2,0,1,1,0,1,0,0,0,0,0
crude article094.txt,0,2,0,1,5,1,4,3,0,1,1,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
crude article080.txt,0,3,0,0,0,1,1,3,4,0,1,3,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
crude article533.txt,0,25,0,16,9,5,2,7,5,5,3,3,0,0,0,0,0,2,2,0,1,4,0,1,3,0,0,0,0,0,3,0,0,1,1,2,0,3,3,0,0,0,1,1,1,0,0,0,0,0
crude article255.txt,0,36,0,16,16,37,8,10,8,3,4,10,0,28,0,0,1,11,4,8,4,5,0,8,5,6,10,0,3,0,3,5,0,2,0,4,9,1,3,0,0,5,2,0,0,3,0,5,2,0
crude article241.txt,0,5,0,2,1,1,0,3,2,2,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
crude article527.txt,0,13,0,2,7,6,4,5,4,5,0,4,0,0,0,0,0,6,0,1,3,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,1,1,2,0,0,1,0
crude article296.txt,0,34,0,17,19,13,8,4,13,9,3,7,0,5,0,0,9,4,3,5,2,0,0,2,4,0,0,3,3,0,3,2,0,1,4,3,3,1,3,5,0,1,6,1,2,1,0,2,2,0
crude article282.txt,0,7,0,5,2,6,3,4,0,0,0,2,0,9,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0
crude article294.txt,0,1,0,2,8,1,6,3,1,0,0,5,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,1,0,2,0,0,0,1,1,1,0,0,1,5,0,2,0,0,0,0,0,0
crude article280.txt,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article519.txt,0,5,0,3,3,3,2,1,2,1,2,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,5,0,1,0,0,0,1,0,1,0,0,2,0,1,1,0,2,1,0,0,0,0,0
crude article257.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article531.txt,0,17,0,15,8,9,8,5,3,5,0,5,0,1,0,0,0,2,0,2,0,1,0,1,3,0,0,1,0,0,2,1,0,0,4,2,2,4,0,0,0,0,4,3,0,3,0,0,0,0
crude article525.txt,0,12,0,3,7,2,4,3,5,3,3,10,0,0,0,0,3,6,0,0,3,0,0,2,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0
crude article243.txt,0,6,0,1,2,2,1,3,5,1,2,5,0,0,0,0,1,0,2,0,0,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0
crude article096.txt,0,12,0,13,13,4,4,6,2,2,4,4,0,2,0,0,0,3,0,2,2,4,0,1,0,11,3,0,1,10,1,0,0,1,0,4,9,3,0,0,1,0,0,1,4,3,0,4,1,0
crude article082.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article069.txt,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article055.txt,0,24,0,15,8,5,7,9,4,6,4,6,0,0,0,0,4,6,3,1,5,6,0,2,0,0,0,0,2,1,4,1,0,6,0,2,0,3,0,0,1,0,2,0,2,0,0,1,2,0
crude article041.txt,0,17,0,11,7,5,1,4,5,5,3,8,0,0,0,0,4,2,1,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
crude article109.txt,0,3,0,7,1,2,0,4,1,1,3,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0
crude article121.txt,0,10,0,3,0,3,1,2,2,3,0,2,0,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
crude article135.txt,0,15,0,3,1,3,1,4,2,10,3,1,0,0,0,0,8,3,2,3,1,4,0,1,1,0,0,0,0,2,3,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,1,0
crude article486.txt,0,21,0,10,5,8,5,4,8,1,4,3,0,0,0,0,1,2,3,0,2,0,0,2,1,0,0,0,2,0,0,0,0,7,0,1,0,1,0,0,3,0,3,2,2,0,0,2,0,0
crude article492.txt,0,21,0,11,9,10,2,2,10,5,5,4,0,12,0,0,4,1,4,7,2,0,0,0,1,0,0,2,2,0,3,0,0,0,2,1,2,1,0,5,1,0,2,0,0,1,0,2,3,0
crude article479.txt,0,8,0,7,7,1,5,5,8,2,0,0,0,2,0,0,0,2,3,1,0,3,0,3,0,1,0,0,1,0,3,0,0,0,1,0,1,3,1,1,2,0,0,1,0,1,0,0,0,0
crude article323.txt,0,8,0,1,1,1,2,2,1,2,1,5,0,1,0,0,0,2,0,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
crude article445.txt,0,14,0,6,3,5,6,1,11,0,2,2,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,3,2,0,0,2,0,2,2,3,1,2,0,4,0,0,0,1,0,0,0,1,0,0
crude article451.txt,0,37,0,15,17,17,12,10,5,0,9,9,0,1,0,0,4,10,5,1,2,4,0,2,1,0,0,0,7,0,2,3,0,4,5,3,3,2,2,6,1,0,0,1,5,1,0,4,2,0
crude article337.txt,0,3,0,2,1,0,0,2,4,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
crude article450.txt,0,16,0,4,14,14,9,9,6,4,1,5,0,0,0,0,0,2,9,3,1,1,0,1,0,0,0,0,1,1,2,0,0,0,1,5,1,4,3,0,2,0,0,1,0,1,0,0,2,0
crude article336.txt,0,11,0,6,7,2,5,7,1,0,2,3,0,3,0,0,0,2,0,2,1,6,0,0,0,0,2,4,0,1,1,3,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0
crude article322.txt,0,8,0,4,4,0,6,1,4,2,1,3,0,0,0,0,0,6,1,0,1,1,0,0,3,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
crude article444.txt,0,8,0,3,5,2,3,5,2,2,1,1,0,2,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
crude article478.txt,0,5,0,3,4,12,4,2,1,1,1,3,0,3,0,0,0,1,0,4,2,1,0,0,0,0,2,2,0,1,4,2,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0,4,0
crude article493.txt,0,9,0,5,3,12,2,5,7,6,2,5,0,4,0,0,4,1,2,7,0,1,0,0,1,0,1,0,0,0,3,7,0,0,0,1,7,1,1,0,0,1,0,1,0,3,0,1,1,0
crude article487.txt,0,7,0,1,5,4,4,3,9,0,0,4,0,0,0,0,0,1,0,2,1,1,0,2,0,0,2,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
crude article134.txt,0,5,0,3,3,0,1,2,2,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
crude article120.txt,0,6,0,2,6,1,1,2,3,2,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
crude article108.txt,0,14,0,7,8,4,5,7,6,3,2,10,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,0,1,1,1,3,0,0,0,0
crude article040.txt,0,38,0,14,12,6,9,8,9,3,1,6,0,0,0,0,1,5,10,3,4,2,0,10,6,0,0,2,4,1,3,0,0,2,2,2,0,0,2,3,0,0,1,4,2,0,0,5,1,0
